target_id	length	eff_length	est_counts	tpm
ENSMUST00000132100.2	472	423	0	0
ENSMUST00000185910.2	269	220	0	0
ENSMUST00000186289.2	216	167	1	0.589505
ENSMUST00000188305.2	1102	1053	0	0
ENSMUST00000188753.2	612	563	3	0.524586
ENSMUST00000187764.2	499	450	1	0.218772
ENSMUST00000061280.17	5232	5183	1196.04	22.7179
ENSMUST00000182114.8	770	721	0	0
ENSMUST00000182306.2	419	370	0	0
ENSMUST00000182388.8	701	652	8.75744	1.32231
ENSMUST00000182675.8	1153	1104	0	0
ENSMUST00000182823.2	2659	2610	424.876	16.026
ENSMUST00000182892.8	4207	4158	97.9126	2.31824
ENSMUST00000183204.2	3986	3937	1.41221	0.0353132
ENSMUST00000181554.2	1193	1144	0	0
ENSMUST00000193106.6	256	207	0	0
ENSMUST00000193428.2	2703	2654	0	0
ENSMUST00000193732.2	631	582	0	0
ENSMUST00000194886.2	2596	2547	0	0
ENSMUST00000027542.13	3390	3341	0	0
ENSMUST00000112701.8	4945	4896	0	0
ENSMUST00000129923.2	1409	1360	0	0
ENSMUST00000131464.8	4211	4162	0	0
ENSMUST00000134301.2	677	628	0	0
ENSMUST00000137092.8	2681	2632	0	0
ENSMUST00000145188.2	714	665	0	0
ENSMUST00000146282.3	4776	4727	0	0
ENSMUST00000172005.8	3353	3304	0	0
ENSMUST00000039725.12	7796	7747	12.4496	0.158207
ENSMUST00000191680.2	738	689	3.89276	0.556214
ENSMUST00000192378.2	424	375	0	0
ENSMUST00000193610.2	517	468	0	0
ENSMUST00000193822.6	726	677	0	0
ENSMUST00000193858.2	600	551	1.11453	0.199133
ENSMUST00000194306.6	968	919	0	0
ENSMUST00000194636.2	739	690	2.89115	0.412502
ENSMUST00000194816.2	466	417	0	0
ENSMUST00000195196.6	488	439	0	0
ENSMUST00000194391.2	1329	1280	0	0
ENSMUST00000201297.2	1789	1740	0	0
ENSMUST00000076997.13	1921	1872	83.7424	4.40396
ENSMUST00000126008.8	4620	4571	16.0563	0.345811
ENSMUST00000128261.2	449	400	0	0
ENSMUST00000134860.8	355	306	2.11185	0.679431
ENSMUST00000136179.8	896	847	0	0
ENSMUST00000136704.2	471	422	0	0
ENSMUST00000139451.8	854	805	20.0894	2.45682
ENSMUST00000153317.6	374	325	0	0
ENSMUST00000094626.5	3914	3865	0	0
ENSMUST00000187555.2	787	738	0	0
ENSMUST00000189363.2	581	532	0	0
ENSMUST00000035462.7	5759	5710	127.077	2.19096
ENSMUST00000186365.2	3063	3014	44.9228	1.46733
ENSMUST00000189370.2	622	573	0	0
ENSMUST00000189731.2	806	757	0	0
ENSMUST00000190085.2	571	522	0	0
ENSMUST00000180837.2	1009	960	0	0
ENSMUST00000037796.14	1539	1490	158.757	10.4894
ENSMUST00000113584.8	1692	1643	157.724	9.45072
ENSMUST00000124539.2	790	741	54.6874	7.26562
ENSMUST00000131545.8	798	749	0	0
ENSMUST00000132291.8	549	500	0	0
ENSMUST00000133418.8	918	869	0	0
ENSMUST00000135453.2	554	505	59.4361	11.5868
ENSMUST00000140287.8	828	779	19.6616	2.48476
ENSMUST00000141124.2	564	515	2.29196	0.438131
ENSMUST00000143730.8	650	601	0	0
ENSMUST00000144874.8	688	639	19.9674	3.07626
ENSMUST00000145166.8	647	598	0.00239457	0.000394212
ENSMUST00000188097.2	776	727	84.4719	11.4388
ENSMUST00000065967.14	3557	3508	0	0
ENSMUST00000111166.2	1370	1321	0	0
ENSMUST00000111167.2	1861	1812	0	0
ENSMUST00000125404.8	3283	3234	0	0
ENSMUST00000144340.8	4215	4166	0	0
ENSMUST00000156184.2	3274	3225	0	0
ENSMUST00000104983.2	1338	1289	0	0
ENSMUST00000193484.2	3557	3508	0	0
ENSMUST00000194241.2	959	910	0	0
ENSMUST00000037708.10	2464	2415	0	0
ENSMUST00000113577.8	2667	2618	0	0
ENSMUST00000043725.9	10945	10896	0	0
ENSMUST00000115484.9	1107	1058	0	0
ENSMUST00000115488.3	1554	1505	0	0
ENSMUST00000126083.2	661	612	0	0
ENSMUST00000132064.8	4165	4116	0	0
ENSMUST00000134075.8	2944	2895	0	0
ENSMUST00000135046.4	578	529	0	0
ENSMUST00000140295.8	4887	4838	0	0
ENSMUST00000140302.8	4056	4007	0	0
ENSMUST00000144593.8	3497	3448	0	0
ENSMUST00000191683.6	4510	4461	0	0
ENSMUST00000194098.2	2113	2064	0	0
ENSMUST00000179777.3	3030	2981	0	0
ENSMUST00000204773.2	618	569	0	0
ENSMUST00000186341.2	673	624	0	0
ENSMUST00000188801.2	2879	2830	0	0
ENSMUST00000187455.2	1491	1442	0	0
ENSMUST00000191265.2	2630	2581	0	0
ENSMUST00000072079.9	2048	1999	440	21.6692
ENSMUST00000185381.2	1794	1745	0	0
ENSMUST00000186264.2	4012	3963	0	0
ENSMUST00000027623.9	7063	7014	728.434	10.2242
ENSMUST00000186163.2	1059	1010	5.00003	0.487366
ENSMUST00000186608.7	2997	2948	408.739	13.6497
ENSMUST00000188512.7	656	607	147.893	23.9862
ENSMUST00000188882.2	465	416	78.7503	18.6364
ENSMUST00000189768.7	617	568	0	0
ENSMUST00000027626.13	1889	1840	529	28.3036
ENSMUST00000112688.10	849	800	11	1.35365
ENSMUST00000161495.2	357	308	1.83614e-07	5.86893e-08
ENSMUST00000190194.2	2166	2117	0	0
ENSMUST00000027044.15	2022	1973	3	0.149692
ENSMUST00000130927.8	459	410	0	0
ENSMUST00000144177.8	3239	3190	0	0
ENSMUST00000186467.2	466	417	0	0
ENSMUST00000190654.2	2021	1972	0	0
ENSMUST00000088666.4	3256	3207	0	0
ENSMUST00000191209.2	1067	1018	0	0
ENSMUST00000057037.13	6930	6881	27.7246	0.396659
ENSMUST00000192643.2	523	474	0	0
ENSMUST00000192664.6	4031	3982	7.6691	0.189604
ENSMUST00000192927.6	3905	3856	78.396	2.00152
ENSMUST00000192961.6	2708	2659	6.47887	0.239875
ENSMUST00000192991.2	1571	1522	0	0
ENSMUST00000193098.2	5529	5480	2.38694	0.042881
ENSMUST00000193765.2	2623	2574	0	0
ENSMUST00000194263.3	440	391	0.581503	0.146413
ENSMUST00000194371.2	473	424	0	0
ENSMUST00000194489.6	3051	3002	0	0
ENSMUST00000194727.6	6784	6735	0	0
ENSMUST00000194984.2	1256	1207	22.1074	1.80316
ENSMUST00000195433.6	6299	6250	0	0
ENSMUST00000195717.6	6967	6918	109.914	1.56414
ENSMUST00000195463.2	428	379	0	0
ENSMUST00000191460.2	687	638	0	0
ENSMUST00000088658.11	4980	4931	13.879	0.277093
ENSMUST00000115468.9	2493	2444	0.121035	0.00487543
ENSMUST00000160022.2	543	494	0	0
ENSMUST00000160451.2	695	646	0	0
ENSMUST00000188212.2	799	750	0	0
ENSMUST00000057438.7	9749	9700	1846	18.7354
ENSMUST00000087933.10	4649	4600	539	11.5354
ENSMUST00000185579.7	450	401	4.93942	1.21265
ENSMUST00000186028.2	1389	1340	0	0
ENSMUST00000186441.2	691	642	0	0
ENSMUST00000187115.2	847	798	25.7013	3.1707
ENSMUST00000188302.7	3075	3026	0	0
ENSMUST00000188313.7	4631	4582	1097.8	23.5869
ENSMUST00000189388.7	2904	2855	0	0
ENSMUST00000190207.2	2420	2371	14.5887	0.605743
ENSMUST00000190401.7	4994	4945	13.6163	0.27108
ENSMUST00000027785.15	2776	2727	290.959	10.5039
ENSMUST00000056773.15	1551	1502	2.36853	0.155243
ENSMUST00000123409.8	2891	2842	0	0
ENSMUST00000133305.8	2971	2922	6.85299	0.230889
ENSMUST00000139589.2	659	610	39.8191	6.42636
ENSMUST00000150429.8	1398	1349	0	0
ENSMUST00000061421.4	1086	1037	0	0
ENSMUST00000159881.2	3482	3433	1	0.0286767
ENSMUST00000162750.2	593	544	0	0
ENSMUST00000150600.2	1430	1381	4	0.285148
ENSMUST00000168641.2	5985	5936	1.62031	0.0268725
ENSMUST00000238662.2	20036	19987	11.3797	0.0560514
ENSMUST00000086267.6	3245	3196	28.3372	0.872878
ENSMUST00000097541.10	4010	3961	0	0
